player_id,fullname,height,weight,position,from_year,to_year,birth_date,hall_of_fame
floydsl01,Sleepy Floyd,6-3,170,G,1983,1995,1960-03-06,n
flynnjo01,Jonny Flynn,6-0,185,G,2010,2012,1989-02-06,n
flynnma01,Malachi Flynn,6-1,175,G,2021,2025,1998-05-10,n
flynnmi01,Mike Flynn,6-2,180,G,1976,1978,1953-07-31,n
foglela01,Larry Fogle,6-5,205,G,1976,1976,1953-03-19,n
foleyja01,Jack Foley,6-3,170,F,1963,1963,1939-04-19,n
fontais01,Isaac Fontaine,6-4,210,G,2002,2002,1975-04-16,n
fontale01,Levi Fontaine,6-4,190,G,1971,1971,1948-11-01,n
fontesi01,Simone Fontecchio,6-8,209,F,2023,2025,1995-12-09,n
footeje01,Jeff Foote,7-0,265,C,2012,2012,1987-07-14,n
forbebr01,Bryn Forbes,6-2,205,G,2017,2023,1993-07-23,n
forbega01,Gary Forbes,6-7,220,F,2011,2012,1985-02-25,n
fordal03,Aleem Ford,6-8,220,F,2022,2022,1997-12-22,n
fordal01,Alphonso Ford,6-1,190,G,1994,1995,1971-10-31,n
fordal02,Alton Ford,6-9,275,F,2002,2004,1981-05-29,n
fordbo01,Bob Ford,6-7,228,F,1973,1973,1950-01-26,n
fordch01,Chris Ford,6-5,190,G-F,1973,1982,1949-01-11,n
forddo01,Don Ford,6-9,215,F,1976,1982,1952-12-31,n
fordja01,Jake Ford,6-3,180,G,1971,1972,1945-04-29,n
fordjo01,Jordan Ford,6-1,175,G,2024,2024,1998-05-26,n
fordph01,Phil Ford,6-2,175,G,1979,1985,1956-02-09,n
fordsh02,Sharrod Ford,6-9,225,F,2006,2006,1982-01-09,n
fordsh01,Sherell Ford,6-7,210,F,1996,1996,1972-08-26,n
fordtj01,T.J. Ford,6-0,165,G,2004,2012,1983-03-24,n
formado01,Donnie Forman,5-10,175,G,1949,1949,1926-01-17,n
forreba01,Bayard Forrest,6-10,235,C,1978,1979,1954-07-08,n
forretr01,Trent Forrest,6-4,210,G,2021,2024,1998-06-12,n
fortejo01,Joseph Forte,6-4,194,G,2002,2003,1981-03-23,n
fortsco01,Courtney Fortson,5-11,185,G,2012,2012,1988-05-23,n
fortsda01,Danny Fortson,6-7,260,F,1998,2007,1976-03-27,n
fostefr01,Fred Foster,6-5,210,F,1969,1977,1946-03-18,n
fostegr01,Greg Foster,6-11,240,F-C,1991,2003,1968-10-03,n
fosteje01,Jeff Foster,6-11,236,F-C,2000,2012,1977-01-16,n
fosteja01,Jimmy Foster,6-1,175,G,1975,1976,1951-12-16,n
fostemi02,Michael Foster Jr.,6-8,250,F,2023,2023,2003-01-16,n
fostero01,Rod Foster,6-1,160,G,1984,1986,1960-10-10,n
fotsian01,Antonis Fotsis,6-10,219,F,2002,2002,1981-04-01,n
fournev01,Evan Fournier,6-6,205,G-F,2013,2024,1992-10-29,n
foustla01,Larry Foust,6-9,215,C-F,1951,1962,1928-06-24,n
fowleca01,Calvin Fowler,6-0,175,G,1970,1970,1940-02-11,n
fowleje01,Jerry Fowler,6-8,230,C,1952,1952,1927-06-20,n
fowlktr01,Tremaine Fowlkes,6-8,220,F,2002,2005,1976-04-11,n
foxde01,De'Aaron Fox,6-3,185,G,2018,2025,1997-12-20,n
foxha01,Harold Fox,6-2,175,G,1973,1973,1949-08-29,n
foxji01,Jim Fox,6-10,230,C-F,1968,1977,1943-04-07,n
foxri01,Rick Fox,6-7,230,F-G,1992,2004,1969-07-24,n
foyera01,Randy Foye,6-4,213,G,2007,2017,1983-09-24,n
foylead01,Adonal Foyle,6-10,250,C,1998,2009,1975-03-09,n
frahmri01,Richie Frahm,6-5,210,G,2004,2008,1977-08-14,n
francst01,Steve Francis,6-3,195,G,2000,2008,1977-02-21,n
frankte01,Tellis Frank,6-10,225,F-C,1988,1994,1965-04-26,n
frankna01,Nat Frankel,6-0,195,F-G,1947,1947,1913-11-03,n
frankwi01,Bill Franklin,6-7,220,F,1973,1976,1949-10-19,n
frankja01,Jamaal Franklin,6-5,191,G,2014,2015,1991-07-21,n
frankro01,Robert Franks,6-7,225,F,2021,2021,1996-12-18,n
franzro01,Ron Franz,6-7,205,F,1968,1973,1945-10-20,n
frazime01,Melvin Frazier,6-5,215,G,2019,2022,1996-08-30,n
frazimi01,Michael Frazier,6-3,200,G,2020,2020,1994-03-08,n
fraziti01,Tim Frazier,6-0,170,G,2015,2022,1990-11-01,n
fraziwa01,Walt Frazier,6-4,200,G,1968,1980,1945-03-29,y
fraziwi01,Will Frazier,6-7,210,C-F,1966,1969,1942-08-25,n
fredean01,Anthony Frederick,6-7,205,F,1989,1992,1964-12-07,n
fredeji01,Jimmer Fredette,6-2,195,G,2012,2019,1989-02-25,n
freewo01,World B. Free,6-2,185,G,1976,1988,1953-12-09,n
kanteen01,Enes Freedom,6-10,250,C,2012,2022,1992-05-20,n
freeljo01,Joel Freeland,6-10,250,F-C,2013,2015,1987-02-07,n
freemdo01,Donnie Freeman,6-3,185,G,1968,1976,1944-07-18,n
freemen01,Enrique Freeman,6-7,206,F,2025,2025,2000-07-29,n
freemga01,Gary Freeman,6-9,210,F,1971,1971,1948-07-25,n
freemro01,Rod Freeman,6-7,225,F,1974,1974,1950-11-05,n
freemja01,Javon Freeman-Liberty,6-4,180,G,2024,2024,1999-10-20,n
freijma01,Matt Freije,6-10,240,F,2005,2007,1981-10-02,n
freyfr01,Frido Frey,6-2,195,F,1947,1947,1921-10-26,n
frienla01,Larry Friend,6-4,185,G-F,1958,1958,1935-04-14,n
frinkpa01,Pat Frink,6-4,195,G,1969,1969,1945-02-18,n
fritsji01,Jim Fritsche,6-8,210,F-C,1954,1955,1931-12-10,n
fryech01,Channing Frye,7-0,255,C-F,2006,2019,1983-05-17,n
fryerbe01,Bernie Fryer,6-3,185,G,1974,1975,1949-12-25,n
fucarfr01,Frank Fucarino,6-2,175,F,1947,1947,1920-07-24,n
fudgeal01,Alex Fudge,6-8,200,F,2024,2024,2003-05-06,n
fuetshe01,Herm Fuetsch,6-0,170,G,1948,1948,1918-07-06,n
fulksjo01,Joe Fulks,6-5,190,F-C,1947,1954,1921-10-26,y
fulleca01,Carl Fuller,6-9,225,C,1971,1972,1946-01-10,n
fullehi01,Hiram Fuller,6-9,240,F,2004,2004,1981-05-15,n
fulleto02,Todd Fuller,6-11,255,C,1997,2001,1974-07-25,n
fulleto01,Tony Fuller,6-4,180,G,1981,1981,1958-09-04,n
fultzma01,Markelle Fultz,6-4,209,G,2018,2025,1998-05-29,n
fundela01,Lawrence Funderburke,6-9,230,F,1998,2005,1970-12-15,n
funkan01,Andrew Funk,6-5,200,G,2024,2024,1999-09-21,n
furlote01,Terry Furlow,6-4,190,G-F,1977,1980,1954-10-18,n
furphjo01,Johnny Furphy,6-8,200,G-F,2025,2025,2004-12-08,n
gaborbi01,Bill Gabor,5-11,170,G-F,1950,1955,1922-05-13,n
gabriwe01,Wenyen Gabriel,6-9,205,F,2020,2024,1997-03-26,n
gadzuda01,Dan Gadzuric,6-11,240,C,2003,2012,1978-02-02,n
gaffoda01,Daniel Gafford,6-10,234,C-F,2020,2025,1998-10-01,n
gaide01,Deng Gai,6-9,250,F,2006,2006,1982-03-22,n
gaineel01,Elmer Gainer,6-6,195,F-C,1948,1950,1918-11-22,n
gainebi01,Bill Gaines,6-4,185,G,1969,1969,1946-03-10,n
gaineco01,Corey Gaines,6-3,195,G,1989,1995,1965-06-01,n
gainere01,Reece Gaines,6-6,205,G,2004,2006,1981-01-07,n
gaineda01,Smokey Gaines,6-1,170,G,1968,1968,1940-02-27,n
gainesu01,Sundiata Gaines,6-1,185,G,2010,2012,1986-04-18,n
galemi01,Mike Gale,6-4,185,G,1972,1982,1950-07-18,n
gallach01,Chad Gallagher,6-10,255,C,1994,1994,1969-05-30,n
gallaha01,Harry Gallatin,6-6,210,F-C,1949,1958,1927-04-26,y
gillege01,Gene Gallette,6-2,205,F,1947,1947,1919-02-22,n
gallida01,Danilo Gallinari,6-10,233,F,2009,2024,1988-08-08,n
gallola01,Langston Galloway,6-1,200,G,2015,2022,1991-12-09,n
gambeda01,Dave Gambee,6-6,215,F,1959,1970,1937-04-16,n
gamblke01,Kevin Gamble,6-5,210,F-G,1988,1997,1965-11-13,n
ganttbo01,Bob Gantt,6-4,205,F-C,1947,1947,1922-06-22,n
garbajo01,Jorge Garbajosa,6-9,245,F,2007,2008,1977-12-19,n
garceru01,Rubén Garcés,6-9,245,F,2001,2001,1973-10-17,n
garcial01,Alex Garcia,6-3,220,G,2004,2005,1980-03-04,n
garcifr01,Francisco García,6-7,195,F-G,2006,2015,1981-12-31,n
gardnch01,Chuck Gardner,6-8,205,F,1968,1968,1944-09-30,n
gardnea01,Earl Gardner,6-3,195,F,1949,1949,1923-09-18,n
gardnke01,Ken Gardner,6-5,205,F,1976,1976,1949-09-27,n
gardnth01,Thomas Gardner,6-5,225,G,2008,2009,1985-02-08,n
gardnve01,Vern Gardner,6-5,200,F-C,1950,1952,1925-05-14,n
garfija01,Jack Garfinkel,6-0,190,G,1947,1949,1918-06-13,n
garinpa01,Patricio Garino,6-6,210,G-F,2017,2017,1993-05-17,n
garlada01,Darius Garland,6-1,192,G,2020,2025,2000-01-26,n
garlaga01,Gary Garland,6-4,180,G,1980,1980,1957-10-12,n
garlawi01,Winston Garland,6-2,170,G,1988,1995,1964-12-19,n
garmadi01,Dick Garmaker,6-3,200,G-F,1956,1961,1932-10-29,n
garnebi01,Bill Garner,6-10,220,C,1968,1968,1940-06-17,n
garnech01,Chris Garner,5-10,156,G,1998,2001,1975-02-02,n
garnebi02,Bill Garnett,6-9,225,F,1983,1986,1960-04-22,n
garneke01,Kevin Garnett,6-11,240,F-C,1996,2016,1976-05-19,y
garnema01,Marlon Garnett,6-2,186,G,1999,1999,1975-07-03,n
garrebi01,Billy Garrett,6-6,213,G,2019,2019,1994-10-16,n
garreca01,Calvin Garrett,6-7,190,F,1981,1984,1956-07-11,n
garrede01,Dean Garrett,6-10,225,C,1997,2002,1966-11-27,n
garredi02,Diante Garrett,6-4,190,G,2013,2014,1988-11-03,n
garredi01,Dick Garrett,6-3,185,G,1970,1974,1947-01-31,n
garrema01,Marcus Garrett,6-5,205,G,2022,2022,1998-11-09,n
garrero01,Rowland Garrett,6-6,210,F,1973,1977,1950-07-16,n
garrito01,Tom Garrick,6-2,185,G,1989,1992,1966-07-07,n
garrijo01,John Garris,6-8,205,F,1984,1984,1959-06-06,n
garriki01,Kiwane Lemorris Garris,6-2,183,G,1998,2000,1974-09-24,n
garripa01,Pat Garrity,6-9,238,F,1999,2008,1976-08-23,n
garubus01,Usman Garuba,6-8,220,F,2022,2024,2002-03-09,n
garviji01,Jim Garvin,6-7,200,F,1974,1974,1950-02-05,n
garzalu01,Luka Garza,6-10,235,F-C,2022,2025,1998-12-27,n
gasolma01,Marc Gasol,6-11,255,C,2009,2021,1985-01-29,n
gasolpa01,Pau Gasol,7-0,250,C-F,2002,2019,1980-07-06,y
gatesfr01,Frank Gates,6-0,160,G,1950,1950,1920-04-12,n
gateska01,Kaiser Gates,6-8,217,F,2024,2024,1996-11-08,n
gatlich01,Chris Gatling,6-10,220,F-C,1992,2002,1967-09-03,n
gattike01,Kenny Gattison,6-8,225,F-C,1987,1996,1964-05-23,n
gayru01,Rudy Gay,6-8,250,F,2007,2023,1986-08-17,n
gaydaed01,Ed Gayda,6-4,210,G-F,1951,1951,1927-05-16,n
gazean01,Andrew Gaze,6-7,205,G,1994,1999,1965-07-24,n
gbinimi01,Michael Gbinije,6-7,200,G,2017,2017,1992-06-05,n
gearyre01,Reggie Geary,6-2,187,G,1997,1998,1973-08-31,n
geeal01,Alonzo Gee,6-6,225,G,2010,2017,1987-05-29,n
geigema01,Matt Geiger,7-0,243,C,1993,2002,1969-09-10,n
gelabmi01,Mickaël Gelabale,6-7,215,F,2007,2013,1983-05-22,n
georgde01,Devean George,6-8,220,G-F,2000,2010,1977-08-29,n
georgja01,Jack George,6-2,190,G,1954,1961,1928-11-13,n
georgke01,Keyonte George,6-4,185,G,2024,2025,2003-11-08,n
georgky01,Kyshawn George,6-7,200,G,2025,2025,2003-12-12,n
georgpa01,Paul George,6-8,220,F-G,2011,2025,1990-05-02,n
georgta01,Tate George,6-5,190,G,1991,1995,1968-05-29,n
georgma01,Marcus Georges-Hunt,6-5,216,G,2017,2018,1994-03-28,n
gerargu01,Gus Gerard,6-8,200,F-G,1975,1981,1953-07-27,n
gervide01,Derrick Gervin,6-8,200,F,1990,1991,1963-03-28,n
gervige01,George Gervin,6-7,180,G-F,1973,1986,1952-04-27,y
getchgo01,Gorham Getchell,6-4,205,C,1947,1947,1920-08-14,n
gianejo01,John Gianelli,6-10,220,C-F,1973,1980,1950-06-10,n
gibbsdi01,Dick Gibbs,6-5,210,F-G,1972,1976,1948-12-20,n
gibsoda01,Daniel Gibson,6-2,190,G,2007,2013,1986-02-27,n
gibsode01,Dee Gibson,5-11,175,F-G,1950,1950,1923-08-25,n
gibsoho01,Hoot Gibson,6-5,198,F-C,1950,1950,1921-12-05,n
gibsojo01,Jonathan Gibson,6-2,185,G,2017,2018,1987-11-08,n
gibsome01,Mel Gibson,6-3,180,G,1964,1964,1940-12-30,n
gibsomi01,Mike Gibson,6-10,205,F,1984,1986,1960-10-27,n
gibsota01,Taj Gibson,6-9,232,F-C,2010,2025,1985-06-24,n
giddejr01,J.R. Giddens,6-5,215,G,2009,2010,1985-02-13,n
giddejo01,Josh Giddey,6-8,210,G,2022,2025,2002-10-10,n
gildetr01,Trey Gilder,6-9,185,F,2010,2010,1985-01-24,n
gilesha01,Harry Giles,6-11,240,F-C,2019,2024,1998-04-22,n
gilgesh01,Shai Gilgeous-Alexander,6-6,200,G,2019,2025,1998-07-12,n
gillan01,Anthony Gill,6-7,230,F,2021,2025,1992-10-17,n
gilled01,Eddie Gill,6-0,190,G,2001,2009,1978-08-16,n
gillke01,Kendall Gill,6-5,195,G,1991,2005,1968-05-25,n
gillebe01,Ben Gillery,7-0,235,C,1989,1989,1965-09-19,n
gilleco01,Collin Gillespie,6-1,195,G,2024,2025,1999-06-25,n
gillefr01,Freddie Gillespie,6-9,245,F,2021,2022,1997-06-14,n
gilleja01,Jack Gillespie,6-6,215,F,1970,1970,1947-10-01,n
gilliar01,Armen Gilliam,6-9,230,F-C,1988,2000,1964-05-28,n
gillihe01,Herm Gilliam,6-3,190,G-F,1970,1977,1946-05-05,n
gilmoar01,Artis Gilmore,7-2,240,C,1972,1988,1949-09-21,y
gilmowa01,Walt Gilmore,6-6,225,F,1971,1971,1947-02-27,n
gilmuch01,Chuck Gilmur,6-4,225,F-C,1947,1951,1922-08-13,n
gilyaja01,Jacob Gilyard,5-9,160,G,2023,2024,1998-07-14,n
ginobma01,Manu Ginóbili,6-6,205,G,2003,2018,1977-07-28,y
giricgo01,Gordan Giriček,6-6,210,G-F,2003,2008,1977-06-20,n
givenja01,Jack Givens,6-5,205,F-G,1979,1980,1956-09-21,n
gladnmi01,Mickell Gladness,6-11,220,C,2012,2012,1986-07-26,n
glamage01,George Glamack,6-6,225,C-F,1949,1949,1918-06-07,n
glassge01,Gerald Glass,6-5,221,G-F,1991,1996,1967-11-12,n
glennmi01,Mike Glenn,6-2,175,G,1978,1987,1955-09-10,n
glickno01,Normie Glick,6-7,190,F,1950,1950,1927-11-10,n
gloucge01,Georgi Glouchkov,6-8,235,F,1986,1986,1960-01-10,n
glovecl01,Clarence Glover,6-8,210,F,1972,1972,1947-11-01,n
glovedi01,Dion Glover,6-5,228,G,2000,2005,1978-10-22,n
glynian01,Andreas Glyniadakis,7-1,280,C,2007,2007,1981-08-21,n
gminsmi01,Mike Gminski,6-11,250,C,1981,1994,1959-08-03,n
goberru01,Rudy Gobert,7-1,258,C,2014,2025,1992-06-26,n
godfrda01,Dan Godfread,6-10,250,C,1991,1992,1967-06-14,n
golato01,Tom Gola,6-6,205,G-F,1956,1966,1933-01-13,y
goldfbe01,Ben Goldfaden,6-1,185,F,1947,1947,1913-09-06,n
goldwan01,Anthony Goldwire,6-1,182,G,1996,2006,1971-09-06,n
gomesry01,Ryan Gomes,6-7,250,F,2006,2014,1982-09-01,n
gondrgl01,Glen Gondrezick,6-6,218,F-G,1978,1983,1955-08-30,n
gondrgr01,Grant Gondrezick,6-5,205,G,1987,1989,1963-01-19,n
goodedr01,Drew Gooden,6-10,250,F,2003,2016,1981-09-24,n
goodrga01,Gail Goodrich,6-1,170,G,1966,1979,1943-04-23,y
goodrst01,Steve Goodrich,6-10,220,F,2001,2002,1976-03-18,n
goodwar01,Archie Goodwin,6-5,200,G,2014,2017,1994-08-17,n
goodwbr01,Brandon Goodwin,6-0,180,G,2019,2022,1995-10-02,n
goodwjo01,Jordan Goodwin,6-3,200,G,2022,2025,1998-10-23,n
goodwpo01,Pop Goodwin,6-2,203,F-C,1947,1948,1920-12-22,n
gordoaa01,Aaron Gordon,6-8,235,F,2015,2025,1995-09-16,n
gordobe01,Ben Gordon,6-3,200,G,2005,2015,1983-04-04,n
gordodr01,Drew Gordon,6-9,245,F,2015,2015,1990-07-12,n
gordoer01,Eric Gordon,6-3,215,G-F,2009,2025,1988-12-25,n
gordola01,Lancaster Gordon,6-3,185,G,1985,1988,1962-06-24,n
gordopa01,Paul Gordon,6-3,185,F,1950,1950,1927-04-08,n
gortama01,Marcin Gortat,6-11,240,C-F,2008,2019,1984-02-17,n
gortmja01,Jazian Gortman,6-2,184,G,2025,2025,2003-04-14,n
gottlle01,Leo Gottlieb,5-11,180,G,1947,1948,1920-11-28,n
goudean01,Andrew Goudelock,6-3,200,G,2012,2016,1988-12-07,n
govange01,Gerald Govan,6-10,220,F-C,1968,1976,1942-01-02,n
govedba01,Bato Govedarica,5-11,185,G,1954,1954,1928-04-17,n
grabojo01,Joe Graboski,6-7,195,F-C,1949,1962,1930-01-15,n
graceri01,Ricky Grace,6-1,180,G,1994,1994,1967-08-20,n
grahaca01,Calvin Graham,6-2,195,G,1968,1968,1944-06-07,n
grahade01,Devonte' Graham,6-1,195,G,2019,2024,1995-02-22,n
grahagr01,Greg Graham,6-4,174,G,1994,1998,1970-11-26,n
grahajo01,Joey Graham,6-7,225,F,2006,2011,1982-06-11,n
grahama01,Mal Graham,6-1,185,G,1968,1969,1945-02-23,n
grahaor01,Orlando Graham,6-8,220,F,1989,1989,1965-05-05,n
grahapa01,Paul Graham,6-6,200,F-G,1992,1994,1967-11-28,n
grahast01,Stephen Graham,6-6,215,G,2006,2011,1982-06-11,n
grahatr01,Treveon Graham,6-5,219,G,2017,2020,1993-10-28,n
grandji01,Jim Grandholm,7-0,235,F-C,1991,1991,1960-10-04,n
grandro01,Ron Grandison,6-6,215,F,1989,1996,1964-07-09,n
grangda01,Danny Granger,6-9,222,F,2006,2015,1983-04-20,n
grangst01,Stewart Granger,6-3,190,G,1984,1987,1961-10-27,n
grantbr01,Brian Grant,6-9,254,F,1995,2006,1972-03-05,n
grantbu01,Bud Grant,6-3,195,F,1950,1951,1927-05-20,n
grantga01,Gary Grant,6-3,185,G,1989,2001,1965-04-21,n
grantgr01,Greg Grant,5-7,140,G,1990,1996,1966-08-29,n
grantha01,Harvey Grant,6-8,195,F,1989,1999,1965-07-04,n
grantho01,Horace Grant,6-10,215,F-C,1988,2004,1965-07-04,n
grantje01,Jerami Grant,6-7,210,F,2015,2025,1994-03-12,n
grantje02,Jerian Grant,6-4,205,G,2016,2020,1992-10-09,n
grantjo01,Josh Grant,6-9,223,F,1994,1994,1967-08-07,n
grantpa01,Paul Grant,7-0,245,C,1999,2004,1974-01-06,n
granttr01,Travis Grant,6-7,215,F,1973,1976,1950-01-01,n
grantdo01,Donte Grantham,6-8,215,F,2019,2019,1995-03-19,n
gratedo01,Don Grate,6-2,185,F-G,1950,1950,1923-08-27,n
gravebu01,Butch Graves,6-3,200,G,1985,1985,1962-01-05,n
graveha01,Hassani Gravett,6-2,188,G,2022,2022,1996-07-16,n
grayaa01,Aaron Gray,7-0,270,C,2008,2014,1984-12-07,n
grayde01,Devin Gray,6-7,240,F,1997,2000,1972-05-31,n
grayed01,Ed Gray,6-3,210,G,1998,1999,1975-09-27,n
grayev01,Evric Gray,6-7,235,F,1997,1997,1969-12-13,n
grayga01,Gary Gray,6-1,185,G,1968,1968,1945-02-23,n
grayjo01,Josh Gray,6-0,180,G,2018,2020,1993-09-09,n
grayle01,Leonard Gray,6-8,240,F,1975,1977,1951-12-19,n
grayra01,RaiQuan Gray,6-8,260,F,2023,2024,1999-07-07,n
grayst01,Stuart Gray,7-0,235,C-F,1985,1991,1963-05-27,n
graysy01,Sylvester Gray,6-6,230,F,1989,1989,1967-07-08,n
graywy01,Wyndol Gray,6-1,175,G-F,1947,1948,1922-03-20,n
grayeje01,Jeff Grayer,6-5,200,F-G,1989,1998,1965-12-17,n
greacbo01,Bob Greacen,6-7,206,F,1970,1972,1947-09-15,n
greenac01,A.C. Green,6-9,220,F-C,1986,2001,1963-10-04,n
greenaj01,A.J. Green,6-4,200,G,2023,2025,1999-09-27,n
greenda02,Danny Green,6-6,215,G-F,2010,2024,1987-06-22,n
greende01,Devin Green,6-7,210,G,2006,2006,1982-10-25,n
greendr01,Draymond Green,6-6,230,F,2013,2025,1990-03-04,n
greener01,Erick Green,6-4,185,G,2015,2016,1991-05-09,n
greenge01,Gerald Green,6-6,205,G-F,2006,2019,1986-01-26,n
greenja05,Jalen Green,6-4,178,G,2022,2025,2002-02-09,n
greenja01,JaMychal Green,6-8,227,F,2015,2023,1990-06-21,n
greenja02,Javonte Green,6-4,205,F,2020,2025,1993-07-23,n
greenje02,Jeff Green,6-8,235,F,2008,2025,1986-08-28,n
greenjo01,Johnny Green,6-5,200,F-C,1960,1973,1933-12-08,n
greenjo02,Josh Green,6-5,200,G-F,2021,2025,2000-11-16,n
greenke01,Ken Green,6-8,215,F,1986,1986,1959-09-19,n
greenke02,Kenny Green,6-6,210,F,1986,1987,1964-10-11,n
greenla01,Lamar Green,6-7,210,F-C,1970,1975,1947-03-22,n
greenli01,Litterial Green,6-1,185,G,1993,1999,1970-03-07,n
greenlu01,Luther Green,6-7,190,F,1970,1973,1946-11-13,n
greenmi01,Mike Green,6-10,200,C-F,1974,1980,1951-08-06,n
greenri01,Rickey Green,6-0,170,G,1978,1992,1954-08-18,n
greense01,Sean Green,6-5,210,G-F,1992,1994,1970-02-02,n
greensi01,Si Green,6-2,185,G-F,1957,1966,1933-08-20,n
greensi02,Sidney Green,6-9,220,F-C,1984,1993,1961-01-04,n
greenst01,Steve Green,6-7,220,F,1976,1979,1953-10-04,n
greenta01,Taurean Green,6-0,177,G,2008,2008,1986-11-28,n
greento01,Tommie Green,6-2,185,G,1979,1979,1956-04-08,n
greenwi01,Willie Green,6-4,200,G,2004,2015,1981-07-28,n
greendo01,Donté Greene,6-11,226,F,2009,2012,1988-02-21,n
greenor01,Orien Greene,6-4,208,G,2006,2011,1982-02-04,n
greenje01,Jerry Greenspan,6-5,195,F,1964,1965,1941-11-22,n
greenda01,Dave Greenwood,6-9,222,F-C,1980,1991,1957-05-27,n
greerha01,Hal Greer,6-2,175,G-F,1959,1973,1936-06-26,y
greerly01,Lynn Greer,6-2,175,G,2007,2007,1979-10-23,n
gregoga01,Gary Gregor,6-7,225,F-C,1969,1974,1945-08-13,n
gregocl01,Claude Gregory,6-8,205,F,1986,1988,1958-12-26,n
greigjo01,John Greig,6-7,215,F,1983,1983,1961-04-28,n
grekino01,Norm Grekin,6-5,180,F,1954,1954,1930-06-22,n
greveke01,Kevin Grevey,6-5,210,G-F,1976,1985,1953-05-12,n
greyde01,Dennis Grey,6-8,215,C-F,1969,1970,1947-08-26,n
griffad01,Adrian Griffin,6-5,217,G-F,2000,2008,1974-07-04,n
griffaj01,AJ Griffin,6-6,222,F,2023,2024,2003-08-25,n
griffbl01,Blake Griffin,6-9,250,F-C,2011,2023,1989-03-16,n
griffed01,Eddie Griffin,6-10,220,F-C,2002,2007,1982-05-30,n
griffgr01,Greg Griffin,6-7,190,F,1978,1978,1952-09-06,n
griffpa01,Paul Griffin,6-9,205,F-C,1977,1983,1954-01-20,n
griffta01,Taylor Griffin,6-7,238,F,2010,2010,1986-04-18,n
griffda01,Darrell Griffith,6-4,190,G,1981,1991,1958-06-16,n
grigsch01,Chuck Grigsby,6-5,190,G,1955,1955,1928-08-15,n
grimequ01,Quentin Grimes,6-5,205,G,2022,2025,2000-05-08,n
grimmde01,Derek Grimm,6-9,230,F,1998,1998,1974-08-03,n
grimswo01,Woody Grimshaw,6-1,185,G,1947,1947,1919-09-24,n
groatdi01,Dick Groat,5-11,180,G,1953,1953,1930-11-04,n
grossbo01,Bob Gross,6-6,200,F-G,1976,1983,1953-08-03,n
grossmi01,Mike Grosso,6-9,230,C,1972,1972,1947-09-07,n
groteje01,Jerry Grote,6-4,215,G,1965,1965,1940-12-28,n
grozaal01,Alex Groza,6-7,218,C,1950,1951,1926-10-07,n
grubadi01,Dick Grubar,6-4,184,G,1970,1970,1947-07-26,n
grundan01,Anthony Grundy,6-3,180,G,2006,2006,1979-04-15,n
grunfer01,Ernie Grunfeld,6-6,210,G-F,1978,1986,1955-04-24,n
guarige01,Gene Guarilia,6-5,220,F,1960,1963,1937-09-13,n
gudmupe01,Pétur Guðmundsson,7-2,260,C,1982,1989,1958-10-30,n
gudurma01,Marko Gudurić,6-6,201,G,2020,2020,1995-03-08,n
gueriri01,Richie Guerin,6-4,195,G,1957,1970,1932-05-29,y
gueyemo01,Mouhamadou Gueye,6-9,210,F,2024,2024,1998-07-06,n
gueyemo02,Mouhamed Gueye,6-11,210,F,2024,2025,2002-11-09,n
guglito01,Tom Gugliotta,6-10,240,F,1993,2005,1969-12-19,n
guibean01,Andrés Guibert,6-10,225,F-C,1994,1995,1968-10-28,n
guidija01,Jay Guidinger,6-10,255,C,1993,1994,1969-08-18,n
gunthco01,Coulby Gunther,6-4,190,F,1947,1949,1923-02-05,n
gunthda01,Dave Gunther,6-7,190,F,1963,1963,1937-07-22,n
guokaal01,Al Guokas,6-5,200,F-G,1950,1950,1925-08-07,n
guokama01,Matt Guokas,6-3,195,F,1947,1947,1915-11-11,n
guokama02,Matt Guokas,6-5,175,G-F,1967,1976,1944-02-25,n
gutiejo01,Jorge Gutiérrez,6-3,191,G,2014,2016,1988-12-27,n
guyky01,Kyle Guy,6-1,167,G,2020,2022,1997-08-11,n
guytoaj01,A.J. Guyton,6-1,180,G,2001,2003,1978-02-12,n
hachiru01,Rui Hachimura,6-8,230,F,2020,2025,1998-02-08,n
hackeru01,Rudy Hackett,6-9,210,F,1976,1977,1953-05-10,n
haddaha01,Hamed Haddadi,7-2,254,C,2009,2013,1985-05-19,n
hadnoji01,Jim Hadnot,6-10,235,C-F,1968,1968,1940-01-15,n
haffnsc01,Scott Haffner,6-3,180,G,1990,1991,1966-02-02,n
hagancl01,Cliff Hagan,6-4,210,F-G,1957,1970,1931-12-09,y
hagangl01,Glenn Hagan,6-0,170,G,1982,1982,1955-06-25,n
haganto01,Tom Hagan,6-3,185,G,1970,1971,1947-01-29,n
haganas01,Ashton Hagans,6-3,190,G,2021,2024,1999-07-08,n
hahnro01,Robert Hahn,6-10,240,C,1950,1950,1925-08-25,n
hairsal01,Al Hairston,6-1,170,G,1969,1970,1945-12-11,n
hairsha01,Happy Hairston,6-7,225,F,1965,1975,1942-05-31,n
hairsli01,Lindsay Hairston,6-7,180,F-C,1976,1976,1951-12-08,n
hairsma01,Malik Hairston,6-6,220,G,2009,2010,1987-02-23,n
hairspj02,P.J. Hairston,6-6,230,G-F,2015,2016,1992-12-24,n
haislma01,Marcus Haislip,6-10,230,F,2003,2010,1980-12-22,n
halbech01,Chick Halbert,6-9,225,C,1947,1951,1919-02-27,n
